index,name
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-c,son
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,state
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,trust
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,form
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,the secretary
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,mine
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,united states person
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,another person
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,substantial property
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,items
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,domestic trust
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,states
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,foreign
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,a trust
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,this section
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,united states persons
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,person
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,foreign trust
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,domestic trusts
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,item
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,trust return
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,united states
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,act
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,the united states
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,other person
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,tin
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,secretary
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,port
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,subsection
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6048_subsection-d,son
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-a,form
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-a,the secretary
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-a,mine
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-a,name
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-a,person
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-a,nominee
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-a,other person
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-a,tin
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-a,secretary
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-a,subsection
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-a,son
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,dealer in securities
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,organization exempt from taxation under section 501(a)
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,home
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,share
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,political subdivision
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,ton
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,aged
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,companies
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,state
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,public
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,nonresident alien individuals
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,trust
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,form
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,the secretary
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,mine
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,resident alien
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,united states person
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,register
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,agency
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,investment
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,fund
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,organizatio
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,cooperative
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,individual retirement plan
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,district
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,international organization
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,pool
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,organization exempt from tax
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,states
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,broker
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,entity
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,national
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,cooperative bank
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,alien individual
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,corporations
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,alien
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,insurance
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,individuals
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,investment companies
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,nonresident aliens
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,foreign
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,real estate investment trust
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,political subdivision of any of the foregoing
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,investment company act of 1940
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,government
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,partners
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,association
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,any person
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,entity registered
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,"person,"
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,real estate
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,foreign corporations
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,instrumentality
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,person
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,nominee
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,foreign corporation
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,natural person
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,insurance company
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,district of columbia
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,deposits
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,a corporation
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,foreign government
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,individual
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,united states
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,possession of the united states
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,act
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,a state
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,payor
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,nonresident alien individual
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,the united states
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,foreign central bank of issue
title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-b,credit union
