index,name
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,state
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,united states person
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,investment
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,states
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,stock
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,such stock
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,foreign
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,person
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,ally
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,united states
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,act
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,the united states
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,company
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,investment company
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,tin
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,subsection
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-b,son
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,case
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,mine
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,investment
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,table
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,stock
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,mark
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,such stock
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,foreign
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,this section
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,company
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,investment company
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,tin
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,subsection
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-c,son
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-d,case
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-d,taxpayer
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-d,investment
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-d,stock
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-d,mark
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-d,such stock
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-d,foreign
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-d,this section
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-d,company
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-d,investment company
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-d,tin
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-d,subsection
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-e,case
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-e,companies
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-e,the secretary
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-e,mine
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-e,securities and exchange act of 1934
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-e,register
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-e,investment
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-e,table
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-e,issuer
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-e,national
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-e,stock
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-e,mark
title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-C_section-1296_subsection-e,investment companies
